brand,model,year,mileage,engine,engine_size,transmission,automatic_transmission,fuel_type,drivetrain,min_mpg,max_mpg,damaged,first_owner,personal_using,turbo,alloy_wheels,adaptive_cruise_control,navigation_system,power_liftgate,backup_camera,keyless_start,remote_start,sunroof/moonroof,automatic_emergency_braking,stability_control,leather_seats,memory_seat,third_row_seating,apple_car_play/android_auto,bluetooth,usb_port,heated_seats,interior_color,exterior_color,price,drive_train_dummies,performance engine,fuel_type_dummies,efficiency
Alfa,Romeo Giulia Quadrifoglio,2018.0,47710.0,2.9L V6 24V GDI DOHC Twin Turbo,2.9,8-Speed Automatic,1.0,Gasoline,Rear-wheel Drive,23.0,31.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,Black,Rosso,45999.0,3,1,1.0,1.0
Land,Rover Range Rover HSE,2020.0,58866.0,Intercooled Turbo Gas/Electric I-6 3.0 L/183,3.0,Automatic,1.0,Hybrid,Four-wheel Drive,14.0,19.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,BLACK,Black,54998.0,1,1,2.0,0.0
Nissan,NV Cargo NV2500 HD SV V6/SV V8,2020.0,64054.0,5.6L V8 32V GDI DOHC,5.6,7-Speed Automatic,1.0,Gasoline,Rear-wheel Drive,29.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Gray,Glacier White,39750.0,3,1,1.0,1.0
Maserati,Ghibli S Q4 GranSport,2018.0,36411.0,3.0L V6 24V GDI DOHC Twin Turbo,3.0,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,16.0,22.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,Rosso,Bianco,41981.0,1,1,1.0,0.0
Chevrolet,Cruze 1LT,2013.0,109861.0,1.4L I4 16V MPFI DOHC Turbo,1.4,6-Speed Automatic,1.0,Gasoline,Front-wheel Drive,26.0,38.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Jet Black,Silver Ice Metallic,8687.0,3,0,1.0,1.0
BMW,M850 i xDrive,2020.0,33597.0,4.4L V8 32V GDI DOHC Twin Turbo,4.4,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,18.0,25.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,Cognac,Carbon Black Metallic,62500.0,1,1,1.0,1.0
FIAT,500X Trekking,2019.0,34269.0,"1.3L I-4 gasoline direct injection, MultiAir variable valve cont",1.3,Automatic,1.0,Gasoline,Four-wheel Drive,24.0,30.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Black,Vibrante Green Metallic,25888.0,1,0,1.0,1.0
Maserati,GranTurismo MC,2018.0,36649.0,4.7L V8 32V MPFI DOHC,4.7,6-Speed Automatic,1.0,Gasoline,Rear-wheel Drive,13.0,20.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Rosso Corallo,Nero,52905.0,3,1,1.0,0.0
Volkswagen,Tiguan 2.0T SE,2020.0,62654.0,2.0L I4 16V GDI DOHC Turbo,2.0,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,16.0,22.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,Black,Silk Blue Metallic,25901.0,1,0,1.0,0.0
Volvo,XC40 T5 Momentum,2020.0,27397.0,2.0L I4 16V GDI DOHC Turbo,2.0,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,25.0,37.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,Charcoal,Onyx Black Metallic,33110.0,1,0,1.0,1.0
Maserati,MC20 Base,2022.0,373.0,3.0L V6 24V PDI DOHC Twin Turbo,3.0,8-Speed Automatic with Auto-Shift,1.0,Gasoline,Rear-wheel Drive,16.0,24.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,Blue,Blu Infinito,249895.0,3,1,1.0,0.0
Jeep,Wrangler Unlimited 4xe Rubicon,2022.0,8885.0,2.0L I4 16V GDI DOHC Turbo Hybrid,2.0,8-Speed Automatic,1.0,Hybrid,Four-wheel Drive,13.0,18.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Black,Black Clearcoat,51988.0,1,0,2.0,0.0
Alfa,Romeo Stelvio Ti,2020.0,27373.0,2.0L I4 16V GDI SOHC Turbo,2.0,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,22.0,28.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,Chocolate,Montecarlo Blue Metallic,35900.0,1,0,1.0,1.0
BMW,X6 xDrive35i,2018.0,46133.0,3.0L I6 24V GDI DOHC Turbo,3.0,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,18.0,24.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,Terra,Carbon Black Metallic,42688.0,1,1,1.0,1.0
MINI,Countryman Cooper S,2014.0,83873.0,1.6L I4 16V GDI DOHC Turbo,1.6,6-Speed Automatic,1.0,Gasoline,Front-wheel Drive,21.0,31.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Black,White,13495.0,3,0,1.0,1.0
Porsche,911 Carrera S,2020.0,17108.0,3.0L H6 24V GDI DOHC Twin Turbo,3.0,8-Speed Automatic with Auto-Shift,1.0,Gasoline,Rear-wheel Drive,17.0,23.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,Black,GT Silver Metallic,134992.0,3,1,1.0,0.0
Mercedes-Benz,AMG GLS 63 Base 4MATIC,2019.0,29243.0,5.5L V8 32V GDI DOHC Twin Turbo,5.5,7-Speed Automatic,1.0,Gasoline,Four-wheel Drive,19.0,26.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,Black,Obsidian Black Metallic,73991.0,1,1,1.0,1.0
Chevrolet,Tahoe LT,2020.0,37590.0,5.3L V8 16V GDI OHV,5.3,6-Speed Automatic,1.0,Gasoline,Rear-wheel Drive,15.0,22.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,Jet Black / Dark Ash,Black,45484.0,3,1,1.0,0.0
Jeep,Grand Cherokee Trailhawk,2018.0,111632.0,3.6L V6 24V MPFI DOHC,3.6,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,17.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,Ruby Red,Diamond Black,23991.0,1,1,1.0,0.0
Honda,Accord Sport,2014.0,110416.0,2.4L I4 16V GDI DOHC,2.4,6-Speed Manual,0.0,Gasoline,Front-wheel Drive,24.0,34.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Black,Modern Steel Metallic,14242.0,3,0,1.0,1.0
Mazda,Mazda6 i Sport,2015.0,137940.0,2.5L I4 16V GDI DOHC,2.5,6-Speed Automatic,1.0,Gasoline,Front-wheel Drive,16.0,23.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Black,Soul Red,9951.0,3,0,1.0,0.0
Alfa,Romeo Giulia Base,2020.0,9325.0,2.0L I4 16V GDI SOHC Turbo,2.0,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,23.0,31.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Black,Stromboli Gray Metallic,31368.0,1,0,1.0,1.0
MINI,Hardtop Cooper,2022.0,1994.0,1.5L I3 12V GDI DOHC Turbo,1.5,7-Speed Automatic with Auto-Shift,1.0,Gasoline,Front-wheel Drive,23.0,32.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,Carbon Black,Pepper White,31950.0,3,0,1.0,1.0
Volvo,V60 Cross Country T5,2015.0,62157.0,2.5L I5 20V MPFI DOHC Turbo,2.5,6-Speed Automatic,1.0,Gasoline,Four-wheel Drive,19.0,26.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,Soft Beige,Twilight Bronze Metallic,21989.0,1,0,1.0,1.0
Honda,Fit EX,2017.0,47525.0,1.5L I4 16V GDI DOHC,1.5,Automatic CVT,1.0,Gasoline,Front-wheel Drive,32.0,37.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Black,White Orchid,18188.0,3,0,1.0,1.0
Jaguar,XF 3.0 Portfolio,2015.0,70370.0,3.0L V6 24V GDI DOHC Supercharged,3.0,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,21.0,28.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,Charcoal,Rhodium Silver,17795.0,1,1,1.0,1.0
Nissan,Pathfinder SL,2019.0,76788.0,3.5L V6 24V GDI DOHC,3.5,Automatic CVT,1.0,Gasoline,Four-wheel Drive,27.0,38.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,Charcoal,Glacier White,23000.0,1,1,1.0,1.0
Honda,Accord Sport 2.0T,2018.0,16943.0,2.0L I4 16V GDI DOHC Turbo,2.0,10-Speed Automatic,1.0,Gasoline,Front-wheel Drive,22.0,32.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,Black,Blue,29998.0,3,0,1.0,1.0
FIAT,500 Lounge,2013.0,124655.0,1.4L I4 16V MPFI SOHC,1.4,Automatic,1.0,Gasoline,Front-wheel Drive,31.0,40.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Avorio,Copper,9991.0,3,0,1.0,1.0
Porsche,911 Carrera 4S,2016.0,11958.0,3.8L H6 24V GDI DOHC,3.8,7-Speed Automatic with Auto-Shift,1.0,Gasoline,Four-wheel Drive,16.0,22.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,Black,Red,109995.0,1,1,1.0,0.0
Nissan,Murano SL,2017.0,72046.0,3.5L V6 24V MPFI DOHC,3.5,Automatic CVT,1.0,Gasoline,Four-wheel Drive,26.0,33.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,Graphite,Gun Metallic,23499.0,1,1,1.0,1.0
Jaguar,XF 35t Premium,2016.0,65699.0,3.0L V6 24V GDI DOHC Supercharged,3.0,8-Speed Automatic,1.0,Gasoline,Rear-wheel Drive,15.0,22.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,Oyster / Light Oyster,Glacier White,17995.0,3,1,1.0,0.0
Mercedes-Benz,AMG CLA 35 Base 4MATIC,2022.0,2729.0,2.0L I4 16V GDI DOHC Turbo,2.0,7-Speed Automatic,1.0,Gasoline,Four-wheel Drive,19.0,29.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,Neva Gray,Iridium Silver Metallic,47990.0,1,0,1.0,1.0
Volvo,V90 Cross Country T6,2021.0,27798.0,2.0L I4 16V GDI DOHC,2.0,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,19.0,27.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,Charcoal,Onyx Black Metallic,49995.0,1,0,1.0,1.0
Toyota,Tacoma TRD Sport,2017.0,54512.0,"3.5L V-6 port/direct injection, DOHC, VVT-iE variable valve cont",3.5,Manual,0.0,Gasoline,Four-wheel Drive,17.0,24.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Black/Orange,Silver Sky Metallic,33988.0,1,1,1.0,1.0
Audi,S5 3.0 Premium Plus,2011.0,90216.0,"3L V-6 gasoline direct injection, DOHC, variable valve control,",3.0,Automatic,1.0,Gasoline,Four-wheel Drive,17.0,26.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,Black/Brown,Brilliant Black/Black Roof,17990.0,1,1,1.0,1.0
Honda,Odyssey EX-L,2019.0,40703.0,3.5L V6 24V GDI SOHC,3.5,9-Speed Automatic,1.0,Gasoline,Front-wheel Drive,19.0,28.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,Gray,Crystal Black Pearl,34000.0,3,1,1.0,1.0
Lexus,ES 350 ES 350,2023.0,2526.0,3.5L V6 24V PDI DOHC,3.5,Automatic,1.0,Gasoline,Front-wheel Drive,25.0,34.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,Macadamia,Eminent White Pearl,45970.0,3,1,1.0,1.0
Toyota,RAV4 Hybrid XLE Premium,2021.0,16276.0,2.5L I4 16V PDI DOHC Hybrid,2.5,Automatic CVT,1.0,Hybrid,Four-wheel Drive,38.0,41.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,Ash,Silver Sky Metallic,35399.0,1,0,2.0,1.0
Volvo,V90 T6 Inscription,2020.0,40237.0,2.0L I4 16V GDI DOHC,2.0,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,19.0,26.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,Blond,Ice White,48482.0,1,0,1.0,1.0
Kia,Rio LX,2018.0,91669.0,1.6L I4 16V GDI DOHC,1.6,6-Speed Manual,0.0,Gasoline,Front-wheel Drive,19.0,26.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Black,Gray,8995.0,3,0,1.0,1.0
Toyota,RAV4 Base,2012.0,130997.0,2.5L I4 16V MPFI DOHC,2.5,4-Speed Automatic,1.0,Gasoline,Four-wheel Drive,21.0,27.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Ash,Silver,10893.0,1,0,1.0,1.0
Honda,Civic EX-L,2014.0,63282.0,1.8L I4 16V MPFI SOHC,1.8,Automatic CVT,1.0,Gasoline,Front-wheel Drive,30.0,39.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,Gray,Modern Steel Metallic,20500.0,3,0,1.0,1.0
MINI,Cooper S Base,2012.0,87974.0,1.6L I4 16V GDI DOHC Turbo,1.6,6-Speed Automatic,1.0,Gasoline,Front-wheel Drive,21.0,30.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Black,Red,9995.0,3,0,1.0,1.0
BMW,M235 Gran Coupe i xDrive,2021.0,19515.0,2.0L I4 16V GDI DOHC Turbo,2.0,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,23.0,32.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,Magma Red,Black Sapphire Metallic,39984.0,1,0,1.0,1.0
Hyundai,Palisade Limited,2020.0,32694.0,3.8L V6 24V GDI DOHC,3.8,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,19.0,26.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,Black,Rainforest,39438.0,1,1,1.0,1.0
Mercedes-Benz,GLA 250 Base 4MATIC,2019.0,28131.0,2.0L I4 16V GDI DOHC Turbo Flexible Fuel,2.0,7-Speed Automatic with Auto-Shift,1.0,E85 Flex Fuel,Four-wheel Drive,20.0,27.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,Black,Iridium Silver Metallic,28900.0,1,0,3.0,1.0
BMW,M3 Base,2018.0,17638.0,3.0L I6 24V GDI DOHC Twin Turbo,3.0,7-Speed Automatic with Auto-Shift,1.0,Gasoline,Rear-wheel Drive,17.0,25.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,Black,Alpine White,64000.0,3,1,1.0,1.0
Volkswagen,Touareg VR6,2016.0,121000.0,3.6L V6 24V GDI DOHC,3.6,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,24.0,35.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,Dark Gray,Deep Black Pearl,16495.0,1,1,1.0,1.0
BMW,328 xi,2008.0,103569.0,3.0L I6 24V MPFI DOHC,3.0,6-Speed Automatic,1.0,Gasoline,Four-wheel Drive,17.0,25.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Black,Black,8990.0,1,1,1.0,1.0
Maserati,Ghibli S Q4 GranSport,2019.0,27239.0,3.0L V6,3.0,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,15.0,25.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,Nero,Bianco,48332.0,1,1,1.0,0.0
Kia,Telluride SX,2020.0,63327.0,3.8L V6 24V GDI DOHC,3.8,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,19.0,26.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,Black,Everlasting Silver,39990.0,1,1,1.0,1.0
Hyundai,Accent SEL,2018.0,52034.0,1.6L I4 16V GDI DOHC,1.6,6-Speed Automatic,1.0,Gasoline,Front-wheel Drive,23.0,28.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,Black,Urban Gray,10684.0,3,0,1.0,1.0
Hyundai,Tucson SE,2017.0,37785.0,2.0L I4 16V GDI DOHC,2.0,6-Speed Automatic,1.0,Gasoline,Four-wheel Drive,25.0,33.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Gray,Coliseum Grey,17499.0,1,0,1.0,1.0
Kia,Cadenza Technology,2017.0,74408.0,3.3L V6 24V GDI DOHC,3.3,8-Speed Automatic,1.0,Gasoline,Front-wheel Drive,20.0,26.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,Beige,Platinum Graphite,19785.0,3,1,1.0,1.0
Toyota,Tacoma SR5,2018.0,57150.0,3.5L V6 24V PDI DOHC,3.5,6-Speed Automatic,1.0,Gasoline,Four-wheel Drive,18.0,22.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Gray,Super White,31886.0,1,1,1.0,0.0
Alfa,Romeo Stelvio Ti,2022.0,2175.0,2.0L I4 16V GDI SOHC Turbo,2.0,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,22.0,28.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,Black,Anodized Blue Metallic,42495.0,1,0,1.0,1.0
FIAT,124 Spider Classica,2018.0,68017.0,1.4L I4 16V MPFI SOHC Turbo,1.4,6-Speed Manual,0.0,Gasoline,Rear-wheel Drive,26.0,35.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,Nero,White,16925.0,3,0,1.0,1.0
Mazda,CX-9 Touring Plus,2023.0,1490.0,Intercooled Turbo Regular Unleaded I-4 2.5 L/152,2.5,Automatic,1.0,Gasoline,Four-wheel Drive,20.0,26.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,Black,Snowflake White Pearl Mica,38560.0,1,0,1.0,1.0
Mitsubishi,Outlander Sport LE 1 OWNER,2017.0,56711.0,2.0L I4 16V MPFI DOHC,2.0,Automatic CVT,1.0,Gasoline,Four-wheel Drive,24.0,31.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Black,White,16000.0,1,0,1.0,1.0
Mercedes-Benz,AMG C 63 Base,2020.0,44678.0,4.0L V8 32V GDI DOHC Twin Turbo,4.0,9-Speed Automatic,1.0,Gasoline,Rear-wheel Drive,22.0,29.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,Red Pepper,Gray Metallic,56995.0,3,1,1.0,1.0
Volvo,XC60 Recharge Plug-In Hybrid T8 Inscription,2021.0,22225.0,2.0L I4 16V GDI DOHC Hybrid,2.0,8-Speed Automatic,1.0,Hybrid,Four-wheel Drive,19.0,27.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,Blond,Onyx Black Metallic,50988.0,1,0,2.0,1.0
Hyundai,Palisade Calligraphy,2021.0,44532.0,3.8L V6 24V GDI DOHC,3.8,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,19.0,26.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,Black,Hyper White,45900.0,1,1,1.0,1.0
Maserati,Levante GranSport,2019.0,21260.0,3.0L V6 24V GDI DOHC Twin Turbo,3.0,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,13.0,21.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,Nero / Rosso,Grigio Maratea Metallescent,54600.0,1,1,1.0,0.0
Nissan,GT-R Black Edition,2014.0,31780.0,3.8L V6 24V MPFI DOHC Twin Turbo,3.8,6-Speed Automatic with Auto-Shift,1.0,Gasoline,Four-wheel Drive,37.0,37.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,Black,Jet Black Pearl,81999.0,1,1,1.0,1.0
Hyundai,Elantra SEL,2023.0,11408.0,2.0L I4 16V MPFI DOHC,2.0,Automatic,1.0,Gasoline,Front-wheel Drive,23.0,29.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,Gray,Gray,23995.0,3,0,1.0,1.0
Porsche,Cayenne,2023.0,2383.0,3.0L V6 24V GDI DOHC Turbo,3.0,Automatic,1.0,Gasoline,Four-wheel Drive,17.0,22.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Black,Black,79899.0,1,1,1.0,0.0
